restaurant_name,location,primary_cuisine,cuisine_tags,cost,budget_label,rating,votes,address,affordability
Red Onion,Shanti Nagar,Chinese,"['Chinese', 'North Indian', 'Biryani', 'Kebab']",,,3.8,552,"Money Chambers Double Road, Shanti Nagar, Bangalore",unknown
Mad Over Donuts,Brigade Road,Bakery,"['Bakery', 'Desserts', 'Beverages']",,,3.1,148,"Food Court, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",unknown
Thalis Of India,Indiranagar,South Indian,"['South Indian', 'North Indian', 'Beverages']",,,4.2,21,"Number 4 St Mary's Building, 39/1, 2nd Stage, Indiranagar, Bangalore",unknown
Maravanthe,Indiranagar,Seafood,"['Seafood', 'Mangalorean']",,,5.0,686,"322/1, 1st Floor, CMH Road, Indiranagar, Bangalore",unknown
Hotel Fanoos,Richmond Road,Arabian,"['Arabian', 'Biryani', 'Rolls', 'Kebab']",,,4.3,787,"17, Hosur Road, Near Johnson Market, Richmond Road, Bangalore",unknown
Classic Lassi Shop,Ulsoor,Beverages,"['Beverages', 'Ice Cream']",,,4.3,43,"Skywalk, 5/1, Near Body Craft, Assaye Road, Ulsoor, Bangalore",unknown
Feast India Co.,Cunningham Road,Awadhi,"['Awadhi', 'Bengali', 'North Indian']",,,4.1,133,"70, Cunningham Road, Bangalore",unknown
Fujan,Frazer Town,Chinese,"['Chinese', 'Thai', 'Seafood']",,,4.0,54,"68, MM Road, Near Mosque, Frazer Town, Bangalore",unknown
Connie's Restaurant & SteakHouse,Frazer Town,Continental,"['Continental', 'Burger', 'Pizza', 'Steak']",,,4.1,176,"1, Buddha Vihara Road, Cox Town, Frazer Town, Bangalore",unknown
Mahesh Lunch Home,Residency Road,Seafood,"['Seafood', 'Mangalorean', 'North Indian', 'Chinese']",,,4.4,860,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore",unknown
Hatti Kaapi,Brigade Road,South Indian,"['South Indian', 'Beverages']",,,4.0,54,"185, Deena Complex, Brigade Road, Bangalore",unknown
Shawarma Inc,Brigade Road,Rolls,"['Rolls', 'Lebanese']",,,2.9,28,"Third Floor, Food Court, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore",unknown
Subway,Brigade Road,Healthy Food,"['Healthy Food', 'Fast Food']",,,4.3,69,"54, Monarch Comforts Plaza, Ground Floor, Brigade Road, Bangalore",unknown
NoLimmits Lounge and Club,Brigade Road,Chinese,"['Chinese', 'Continental', 'North Indian', 'Burger', 'Pizza']",,,4.5,2112,"8, 2nd Floor, Allied Grande Plaza, Diagonally Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore",unknown
The Only Place,Church Street,Italian,"['Italian', 'American', 'Steak', 'Continental', 'Bbq', 'Salad']",,,3.9,2924,"13, Museum Road, Church Street, Bangalore",unknown
NH7 Refuel,Ulsoor,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,4.3,19,"Ground Floor, Sky Walk Building, Assaye Road, Ulsoor, Bangalore",unknown
Peace Restaurant,Shanti Nagar,Chinese,"['Chinese', 'Tibetan']",,,4.8,109,"1, Cornwell Road, Next to St. Joseph's College, Shanti Nagar, Bangalore",unknown
Promac Foods,Shanti Nagar,North Indian,"['North Indian', 'South Indian']",,,3.7,0,"Alpine Annexed Apartment, Near ICICI Bank, Shanti Nagar, Bangalore",unknown
The Cake City,Shanti Nagar,Chinese,"['Chinese', 'Continental', 'Desserts', 'Bakery']",,,3.2,4,"136/4, 1st Floor, Lalbagh Road, Shanti Nagar, Next to Purnima Theatre, Bangalore",unknown
Supreme Biryani,Ulsoor,Biryani,['Biryani'],,,4.0,0,"18/1, First Floor Haudin Road, Ulsoor, Bangalore",unknown
The Cake House,Ulsoor,Bakery,"['Bakery', 'Desserts']",,,3.6,29,"17/3, Ground Floor, Cambridge Road, Opposite FAPS, Ulsoor, Bangalore",unknown
Ibaco,Indiranagar,Desserts,['Desserts'],,,3.7,289,"844, Binnamangala, 1st Stage, Near B.D.A Complex, Double Road, Indiranagar, Bangalore",unknown
Shanthi Sagar,Ulsoor,South Indian,"['South Indian', 'North Indian', 'Chinese', 'Juices']",,,4.3,205,"9/1, Tank Road, Ulsoor, Bangalore",unknown
Kanti Sweets,Cunningham Road,Mithai,"['Mithai', 'Street Food']",,,2.9,20,"Shop G2 (A), Ground Floor, Imperial Court, Cunningham Road, Bangalore",unknown
Sherlock's Cafe,Frazer Town,Cafe,"['Cafe', 'Fast Food']",,,3.6,40,"13/2, Buddha Vihar Road, Frazer Town, Bangalore",unknown
Oregano Pizzeria,Frazer Town,Italian,"['Italian', 'Pizza']",,,4.2,60,"29, Assaye Road, 1st Cross, Sindhi colony, Frazer Town, Bangalore",unknown
Roll Junction,Cunningham Road,Fast Food,"['Fast Food', 'Rolls']",,,3.9,56,"Sigma Mall, Cunningham Road, Bangalore",unknown
Drunken Monkey,Church Street,Beverages,"['Beverages', 'Fast Food']",,,4.1,122,"41/1, Ground Floor, St Mark Road Cross, Church Street, Bangalore",unknown
Kabab Souq,Richmond Road,Kebab,"['Kebab', 'North Indian', 'Arabian', 'Chinese']",,,5.0,112,"18/1, Wellington Street, Opposite The Frank Anthony Junior Public School, Richmond Road, Bangalore",unknown
Vietnamese Kitchen,Indiranagar,Chinese,"['Chinese', 'Vietnamese', 'Momos', 'Thai']",,,4.3,525,"225, Bhagyasri, 1st Main, HAL 2nd Stage, Service Road, Indiranagar, Bangalore",unknown
Shalimar,Indiranagar,North Indian,"['North Indian', 'Chinese', 'Seafood']",,,4.6,154,"322/3, 3rd Floor, 2nd Stage, CMH Road, Indiranagar, Bangalore",unknown
Mangalore pearl - Seafood Restaurant,Frazer Town,Mangalorean,"['Mangalorean', 'Seafood']",,,3.7,1379,"3, Coles Road, Frazer Town, Bangalore",unknown
Alampur Bar And Restaurant,Race Course Road,Chinese,"['Chinese', 'South Indian', 'North Indian']",,,4.3,42,"Chalukya Hotel, 44, High Grounds, Race Course Road, Bangalore",unknown
KC Das,Mg Road,Mithai,"['Mithai', 'Street Food']",,,3.8,370,"38, MG Road Area, MG Road, Bangalore",unknown
The Biere Club,Lavelle Road,Continental,"['Continental', 'Bbq', 'Finger Food']",,,3.8,3485,"20/2, Vittal Mallya Road, Lavelle Road, Bangalore",unknown
Moto Store & CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Ulsoor,Pizza,"['Pizza', 'Italian', 'Cafe', 'Burger', 'Finger Food', 'Fast Food', 'Sandwich']",,,3.9,382,"9, Lake Square, Tank Road, Ulsoor, Bangalore",unknown
Oh! Calcutta,Church Street,Bengali,"['Bengali', 'Seafood']",,,4.6,1112,"14, 2nd Floor, Church Street, Bangalore",unknown
Halli Mane,Majestic,South Indian,['South Indian'],,,2.7,5,"15, Kurubara Sanga Building, 2nd Cross, 2nd Main, Gandhi Nagar, Majestic, Bangalore",unknown
Bheema's,Church Street,Andhra,['Andhra'],,,2.9,781,"31, Church Street, Bangalore",unknown
Kabab Korner,St. Marks Road,North Indian,"['North Indian', 'Chinese', 'Fast Food']",,,3.7,205,"22, Opposite SBI Bank, St. Marks Road, Bangalore",unknown
Northern Route,St. Marks Road,North Indian,"['North Indian', 'Street Food']",,,4.5,159,"14, St. Mark's Plaza, St. Marks Road, Bangalore",unknown
Kerala Kitchen,Brigade Road,Kerala,"['Kerala', 'South Indian']",,,3.9,31,"Ashok Nagar, Brigade Road",unknown
Kobe Sizzlers,Brigade Road,American,"['American', 'Continental', 'Fast Food', 'Steak']",,,4.6,1120,"3th Floor, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road Area, Brigade Road, Bangalore",unknown
Ayda Persian Kitchen,Church Street,North Indian,"['North Indian', 'Iranian']",,,4.2,224,"1, 1st Floor, Church Street, Bangalore",unknown
Royanna Military Canteen,Brigade Road,South Indian,"['South Indian', 'Biryani']",,,3.4,0,"Shop 9, St Patricks Complex, Shanthala Nagar, Ashok Nagar, Brigade Road, Bangalore",unknown
Laughing Llama Gastropub,Brigade Road,Finger Food,"['Finger Food', 'Continental', 'Pizza']",,,3.0,394,"148 /149, St Thomas Building, Brigade Road, Bangalore",unknown
Kitchen On Table,Brigade Road,Japanese,"['Japanese', 'Sushi', 'Asian']",,,3.7,48,"Shantala nagar, Ashok Nagar, Brigade Road, Bangalore",unknown
Hotel Tom's Restaurant,Richmond Road,Mangalorean,"['Mangalorean', 'Seafood', 'Chinese', 'North Indian']",,,4.6,714,"1/5, Muniswamy Garden, Richmond Road, Bangalore",unknown
Tewari Bros Mithai Shoppie,Commercial Street,Fast Food,"['Fast Food', 'Mithai']",,,3.9,59,"27, Dickenson Road, Commercial Street, Bangalore",unknown
Just Shawarma,Ulsoor,Arabian,['Arabian'],,,4.0,110,"Skywalk, Lower Ground Floor, Assaye Road, Ulsoor, Bangalore",unknown
Vijayalakshmi Veg,Frazer Town,South Indian,['South Indian'],,,4.2,30,"112, MM Road, Frazer Town, Bangalore",unknown
ROYCE' Chocolate,Mg Road,Desserts,['Desserts'],,,3.2,6,"Foodhall, 1 MG - Lido Mall, Trinity Circle, MG Road, Bangalore",unknown
Wazir's,Shanti Nagar,North Indian,"['North Indian', 'Chinese']",,,4.4,261,"546/5, Langford Road, Opposite Hockey Stadium, Shanti Nagar, Bangalore",unknown
Gelato Italiano,Ulsoor,Ice Cream,"['Ice Cream', 'Bakery', 'Desserts']",,,4.9,17,"Lido Mall, Ulsoor, Bangalore",unknown
Aagaman Veg,Indiranagar,North Indian,"['North Indian', 'Chinese', 'South Indian']",,,4.1,558,"545, 3rd Floor, CMH Road, Indiranagar, Bangalore",unknown
The Wok Shop,Ulsoor,Asian,"['Asian', 'Chinese', 'Momos', 'Fast Food', 'Indonesian', 'Korean']",,,2.9,7,"The Millenia, The Market Place Food Court, Level 12-14, Tower B, 1 & 2, Murphy Road, Ulsoor, Bangalore",unknown
Momo Time,Ulsoor,Momos,"['Momos', 'Chinese']",,,3.8,0,"31, Sree Yellamma Temple Street, near BIB, Ulsoor, Bangalore",unknown
Chung's Chinese Corner,Indiranagar,Chinese,['Chinese'],,,2.6,283,"537, Robby Arcade, CMH Road, Indiranagar, Bangalore",unknown
Hotel Ruchi Priya,Wilson Garden,North Indian,['North Indian'],,,3.8,21,"31/41, Near Post Office, 10th Cross, H Siddaiha Road, Wilson Garden, Bangalore",unknown
Tree Top,Wilson Garden,Continental,"['Continental', 'Chinese', 'North Indian', 'South Indian']",,,4.2,74,"Temple Tree Hotel, 3, 9th Cross, Wilson Garden, Bangalore",unknown
Parathe Wali Gali,Wilson Garden,North Indian,['North Indian'],,,4.5,36,"#235/1, 12th Cross, Wilson Garden, Bangalore",unknown
Fava,Lavelle Road,Healthy Food,"['Healthy Food', 'Mediterranean', 'Desserts', 'Italian', 'Pizza', 'Salad', 'Kebab']",,,3.8,2041,"203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore",unknown
Donne Biryani Hatti,Vasanth Nagar,Biryani,['Biryani'],,,4.1,27,"145, 8th Main Road, Vasanth Nagar, Bangalore",unknown
Alibaba Cafe and Restaurant,Frazer Town,Arabian,"['Arabian', 'Middle Eastern']",,,3.5,450,"69, 1st Floor, M.M Road, Frazer Town, Bangalore",unknown
ThrowBack - Pub & Dine,Langford Town,Italian,"['Italian', 'North Indian', 'Continental']",,,3.5,234,"5th Floor, Confident Hotel, Hosur Main Road, Langford Town, Bangalore",unknown
Vinny's,Brigade Road,Pizza,"['Pizza', 'Italian', 'Continental', 'Desserts']",,,3.3,205,"3rd Floor, Guarda Mall, Ashok Nagar, Near Brigade Road, Bangalore",unknown
Chutney Chang,Church Street,North Indian,"['North Indian', 'Chinese', 'Bbq']",,,4.2,4733,"HM Eleganza, 31, Museum Road, Off MG Road, Church Street, Bangalore",unknown
Retro Lounge Bar,Ulsoor,North Indian,"['North Indian', 'Chinese']",,,4.0,108,"18/1, Cambridge Road, Ulsoor, Bangalore",unknown
Smoor,Mg Road,Desserts,['Desserts'],,,3.9,63,"Ground Floor, 1 MG Road, Trinity Circle, MG Road, Bangalore",unknown
Suryawanshi,Indiranagar,Seafood,"['Seafood', 'Maharashtrian']",,,3.8,447,"Srinivasan Towers, ESI Hospital Road, Off Double Road, Indiranagar, Bangalore",unknown
Chai Point,Cunningham Road,Tea,"['Tea', 'Beverages', 'Fast Food']",,,3.9,148,"50, Little Plaza, Cunningham Road, Bangalore",unknown
Zaks Mediterranean Cuisine,Frazer Town,Mediterranean,"['Mediterranean', 'Arabian', 'Lebanese']",,,3.6,255,"65, 1st Floor, Above Ajwain Dates & Nuts, Coles Road, Frazer Town, Bangalore",unknown
Tayabbs,Frazer Town,Rolls,"['Rolls', 'North Indian', 'Fast Food']",,,3.5,9,"3, Nandidurga Road, Benson Town, Frazer Town, Bangalore",unknown
Arya Bhavan Sweets,Vasanth Nagar,Mithai,"['Mithai', 'Street Food', 'North Indian']",,,3.3,9,"7&8, KSV Nilaya Complex, Miller's Road, Vasanth Nagar, Bangalore",unknown
Infinitea Tea Room & Tea Store,Cunningham Road,Continental,"['Continental', 'Cafe', 'Desserts', 'Salad', 'Momos']",,,3.9,860,"2, Shah Sultan Complex, Cunningham Road, Bangalore",unknown
Robin Brown Ice Cream,Frazer Town,Desserts,['Desserts'],,,3.8,0,"39, Coles Road, Cleveland Town, Pulikeshi Nagar, Bangalore",unknown
Kenz Karam,Frazer Town,Desserts,"['Desserts', 'Beverages']",,,3.8,10,"11, 1st cross Road, Williams Town, Benson Town, Frazer Town, Bangalore",unknown
Ta'aam,Cunningham Road,North Indian,"['North Indian', 'Mughlai', 'Arabian', 'Chinese']",,,3.9,402,"19/1, Queen's Road Cross, Munniswamy Road, Near Caricon AC's, Cunningham Road, Bangalore",unknown
7 Plates,Frazer Town,North Indian,"['North Indian', 'Mughlai', 'Rolls', 'Fast Food']",,,3.5,169,"5/5, Benson Cross Road, Near Family Super Market, Benson Town, Frazer Town, Bangalore",unknown
House Of Candy,Malleshwaram,Desserts,['Desserts'],,,3.5,0,"Brigade Gateway, 26/1 DR. Rajkumar Road, Malleshwaram, Bangalore",unknown
Hoppipola,Church Street,Continental,"['Continental', 'Mediterranean', 'European']",,,3.8,1708,"14, 3rd Floor, Church Street, Bangalore",unknown
Donne Biriyani Mane,Church Street,Biryani,"['Biryani', 'Kebab']",,,4.7,62,"48, Triumph Towers, Church Street, Bangalore",unknown
Mad Over Biryani,Church Street,North Indian,"['North Indian', 'Biryani']",,,3.0,17,"Shop 19, Ground Floor, Kalpak Arcade, Church Street, Bangalore",unknown
Chilli Chicken,Brigade Road,Fast Food,['Fast Food'],,,3.5,7,"Shop 101, Main Road, Ashok Nagar, Brigade Road, Bangalore",unknown
ZOROY Luxury Chocolate,Church Street,Desserts,['Desserts'],,,3.7,68,"44, Near K C Das, Off Brigade Road, Church Street, Bangalore",unknown
Chawla's 2 Online.com,Jalahalli,North Indian,['North Indian'],,,3.8,0,"3762, Amaji Arcade, Hessargatta Main Road, Banglagunte, Jalahalli, Bangalore",unknown
The Belgian Waffle Co.,Residency Road,Desserts,"['Desserts', 'Beverages']",,,3.7,73,"Shop GF-02, Ground Floor, Smart Avenue, 28, Residency Road, Bangalore",unknown
Panchavati Gaurav Thali,Brigade Road,Rajasthani,"['Rajasthani', 'Gujarati']",,,4.1,929,"5th Floor, Garuda Mall, Magrath Road, Brigade Road, Bangalore",unknown
Manjit Da Dhaba,Frazer Town,North Indian,['North Indian'],,,3.3,783,"107, 1st Floor, Wheeler Road, Near Railway Cross, Cox Town, Frazer Town, Bangalore",unknown
Anupam's Coast II Coast,Church Street,Seafood,"['Seafood', 'Mangalorean', 'North Indian', 'Chinese']",,,4.6,853,"56, Church Street, Bangalore",unknown
Happy Fillings,Ulsoor,Chinese,['Chinese'],,,3.8,8,"34/2, Meaner Avenue Tank Road, Near Ulsoor Lake, Opposite HDFC Bank, Ulsoor, Bangalore",unknown
In Wok,Richmond Road,Chinese,['Chinese'],,,3.2,118,"Sheriff House, 85, Richmond Road, Bangalore",unknown
Pabrai's Fresh & Naturelle Icecreams,Brigade Road,Ice Cream,"['Ice Cream', 'Desserts']",,,2.7,131,"No 6, Wood Street (Off Brigade Road), Ashok Nagar, Bangalore",unknown
Mudaliar's Kitchen,Frazer Town,South Indian,['South Indian'],,,3.2,0,"1, High Street, Cooke Town, Frazer Town, Bangalore",unknown
Happy Belly Bakes,Mg Road,Cafe,"['Cafe', 'Bakery']",,,3.7,116,"6/2, Primrose Road, MG Road, Bangalore",unknown
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Ulsoor,Cafe,"['Cafe', 'American', 'Continental', 'Steak']",,,5.0,462,"32, Annaswamy Mudaliar Road, Opposite Ulsoor Lake, Ulsoor, Bangalore",unknown
Mani's Dum Biryani,Ulsoor,Biryani,"['Biryani', 'Kebab']",,,4.5,175,"18/1, 1st Floor, Haudin Road, Ulsoor, Bangalore",unknown
Foody's,Shanti Nagar,North Indian,"['North Indian', 'South Indian']",,,3.1,169,"29/2, Nanjappa Mansion, K.H Road, Shanti Nagar, Bangalore",unknown
Bread and Circus,Shanti Nagar,Cafe,"['Cafe', 'Fast Food', 'Pizza', 'Burger']",,,3.7,50,"Lal Bagh Main Road, Sampangi Rama Nagar, Near Shanti Nagar, Bangalore",unknown
Swathi Deluxe Restaurant,Shanti Nagar,North Indian,['North Indian'],,,3.9,74,"Near Big Bazar, Double Road, Shanti Nagar, Bangalore",unknown
Marzipan Cafe & Bakery,Ulsoor,Cafe,"['Cafe', 'Mediterranean', 'Bakery', 'Greek', 'Beverages']",,,4.3,432,"22, Ulsoor Road, (ground floor of Sunrise Chambers), Bangalore",unknown
Sri Krishna Sweets,Indiranagar,Mithai,['Mithai'],,,3.2,33,"237-240, Ground Floor, 13th Cross, 2nd Stage, Off Double Road, Indiranagar, Bangalore",unknown
Fullyfilled,Indiranagar,Sandwich,"['Sandwich', 'Fast Food', 'Momos']",,,4.0,48,"#68, G1, 10th Main, 4th Cross, Indiranagar, Bengaluru",unknown
The Yogisthaan Cafe,Indiranagar,Cafe,"['Cafe', 'Healthy Food', 'Salad', 'Beverages']",,,3.1,1207,"89, Near BDA Complex, 11th Cross, 60 Feet Road, Off Double Road, Indiranagar, Bangalore",unknown
Desi Inn,Shanti Nagar,North Indian,['North Indian'],,,3.3,13,"No.46/A, 1st floor - front building , lalbagh road, bangalore, 560027",unknown
Ishta Upahar,Ulsoor,South Indian,['South Indian'],,,4.1,41,"19, Cambridge Road, Ulsoor, Bangalore",unknown
Al Swaad Take Away,Richmond Road,North Indian,"['North Indian', 'South Indian', 'Arabian']",,,4.3,13,"18, Masjid Street, Opp Akbari Masjid Neelasandra, Richmond, Richmond Road, Bangalore",unknown
Karavali Kolimane,Wilson Garden,Mangalorean,"['Mangalorean', 'Chinese', 'North Indian']",,,4.1,28,"273, 12th Cross, Opposite BTS Bus Stop, Wilson Garden, Bangalore",unknown
Copacabana Pub,Ulsoor,Mexican,"['Mexican', 'North Indian', 'Continental']",,,3.8,0,"18/1, Cambridge Road, Cambridge Layout, Ulsoor, Bangalore",unknown
Ambur Star Briyani,Indiranagar,North Indian,"['North Indian', 'Chinese', 'Biryani']",,,3.4,17,"194, Akruti Chambers, 1st Floor, Link Road 4, Stage 2, Hoysala Nagar, Indiranagar, Bangalore",unknown
Nagarjuna,Residency Road,Andhra,"['Andhra', 'Biryani']",,,4.5,1772,"44/1, Residency Road, Bangalore",unknown
Hyderabad Biryaani House,Richmond Road,Biryani,"['Biryani', 'North Indian', 'Chinese']",,,4.4,1352,"7/1, Victoria Road, Richmond Town Area, Richmond Town, Bangalore",unknown
Sunny's,Lavelle Road,European,"['European', 'Italian', 'Seafood', 'Continental']",,,3.8,1330,"50, Opposite Loom, Lavelle Road, Bangalore",unknown
Truffles,St. Marks Road,Cafe,"['Cafe', 'American', 'Burger', 'Steak']",,,3.9,3573,"22, St. Marks Road, Bangalore",unknown
Millers 46,Vasanth Nagar,American,"['American', 'Continental', 'Steak']",,,3.7,2266,"46, Millers Road, Vasanth Nagar, Bangalore",unknown
Green Onion,Residency Road,Chinese,['Chinese'],,,4.5,1187,"43/44, Chandraprabha Complex, Off Residency Road, Residency Road, Bangalore",unknown
Sakae Japanese Restaurant,Shanti Nagar,Japanese,['Japanese'],,,5.0,519,"90, KH Road, Double Road, Shanti Nagar, Bangalore",unknown
Samrat Restaurant,Race Course Road,South Indian,"['South Indian', 'North Indian']",,,4.1,484,"44, Race Course Road, Bangalore",unknown
Art of Delight,Residency Road,Ice Cream,"['Ice Cream', 'Desserts', 'Beverages']",,,3.8,1899,"44/1, Residency Road, Bangalore",unknown
Delisias,Brigade Road,Bakery,['Bakery'],,,3.5,0,"R Plaza, Opposite Rest House Road, Central Bangalore, Near Brigade Road, Bangalore",unknown
Japan Travel Cafe Azuki,Residency Road,Cafe,"['Cafe', 'Japanese']",,,3.7,67,"60/1, Miyajima House, 3rd Floor, 2nd Cross, Residency Road, Bangalore",unknown
Khazana Food Paradise,Richmond Road,North Indian,"['North Indian', 'Biryani']",,,4.7,358,"16, Aga Abdulla Street, Behind Johnson Market, Richmond Road Area, Richmond Road, Bangalore",unknown
Cafe Kaara,Ulsoor,Cafe,"['Cafe', 'Salad', 'Desserts', 'Pizza']",,,4.1,164,"29, Ulsoor Road, Opposite Salarpuria Windsor, Ulsoor, Bangalore",unknown
CAMP TANDOOR,Ulsoor,North Indian,['North Indian'],,,4.5,15,"Skywalk, 4th Floor, Near Body Craft, Assaye Road, Ulsoor, Bangalore",unknown
Pashto,Residency Road,North Indian,"['North Indian', 'Mughlai', 'Afghan']",,,3.7,768,"56/5, Ground Floor, Center Point Building, Residency Road, Bangalore",unknown
Lakeview Milkbar,Mg Road,Desserts,"['Desserts', 'Cafe', 'Fast Food']",,,4.3,1445,"89, Kannan Building, MG Road, Bangalore",unknown
Juice Junction,St. Marks Road,Juices,"['Juices', 'Fast Food']",,,4.2,101,"22, Opposite State Bank of India, St. Marks Road, Bangalore",unknown
Raidan Restaurant,Frazer Town,Arabian,"['Arabian', 'Chinese', 'Fast Food']",,,3.5,169,"St Germain School Building, Promanade Road, Near Coles Park, Frazer Town, Bangalore",unknown
KAARA BY THE LAKE,Ulsoor,Cafe,"['Cafe', 'Italian', 'Coffee']",,,3.6,47,"119, Annaswamy Mudaliar Road, Opposite Ulsoor Lake, Ulsoor, Bangalore",unknown
Konark Vegetarian Restaurant,Lavelle Road,North Indian,"['North Indian', 'Chinese', 'Continental', 'South Indian']",,,4.9,155,"Sree Kanteerava Outdoor Stadium Main Gate, Kasturba Road, Lavelle Road, Bangalore",unknown
Sugarberryz Cakery,Commercial Street,Bakery,"['Bakery', 'Desserts']",,,4.5,53,"62, Meenakashi Kovil Street, Adjacent To Commercial Street",unknown
Trick Or Treat,Brigade Road,Cafe,"['Cafe', 'Burger', 'Continental', 'Pizza', 'Steak']",,,4.6,618,"15 K-1, D Block, Next to St. Patrick's Church, Opposite to Printo",unknown
Nandhini Deluxe,Frazer Town,North Indian,['North Indian'],,,4.5,196,"68, Coles Road, Frazer Town, Bangalore",unknown
The Biryani Paradise,Richmond Road,Biryani,"['Biryani', 'South Indian']",,,4.4,32,"4/1, 7th Main Road, SR Nagar, Richmond Road, Bangalore",unknown
Stars 'N' Stripes,Mg Road,North Indian,"['North Indian', 'Chinese', 'Fast Food']",,,5.0,77,"2, St. Patrick's Shopping Arcade, MG Road, Bangalore",unknown
Juicemaker,Cunningham Road,Beverages,"['Beverages', 'Fast Food']",,,4.0,29,"19 / 8, SRT Road, Ward 78, Cunningham Road, Bangalore",unknown
Skyline Family Restaurant,Shanti Nagar,North Indian,"['North Indian', 'Chinese', 'Seafood', 'Mangalorean']",,,4.1,33,"120, K.H Road, Shanti Nagar, Bangalore",unknown
